Day,Campaign,Device,Clicks,Impressions,Cost,Conversions
15-May-18,Search_India_Brand_BMM_Mobile,Tablet,6,65,₹157.34,0
12-May-18,Search_Top_Performing_Brand_Exact_Desktop,Desktop,81,494,"₹2,351.35",2
15-May-18,Search_India_Brand_Product_BMM_Desktop,Desktop,57,596,₹519.95,6
10-May-18,Search_India_Brand_Exact_Mobile,Tablet,3,14,₹12.86,0
15-May-18,Search_India_Brand_Product_BMM_Mobile,Mobile,85,605,₹515.31,4
18-May-18,Display_India_KCT_Large_Cap_Fund,Desktop,128,"155,791","₹1,331.87",7
18-May-18,Display_India_KCT_Generic,Tablet,11,"1,521",₹74.59,0
17-May-18,Search_India_Generic_Exact_Mobile,Tablet,4,38,₹82.77,0
12-May-18,Display_India_KCT_Large_Cap_Fund,Mobile,4,"3,288",₹45.12,0
21-May-18,RLSA_India_Brand_BMM_Desktop,Desktop,49,410,"₹2,047.94",3
9-May-18,RLSA_India_Generic_BMM_Desktop,Desktop,12,107,₹519.42,0
15-May-18,Search_India_Generic_BMM_Mobile_Lumpsum,Desktop,1,50,₹29.80,0
11-May-18,Search_Mumbai_Brand_Exact_Mobile,Tablet,0,3,₹0.00,0
17-May-18,Search_India_Brand_Exact_Mobile,Mobile,660,"3,749","₹4,508.37",90
14-May-18,Search_India_Generic_BMM_Mobile,Mobile,124,"2,023","₹3,483.55",4
22-May-18,Search_India_Brand_Product_Exact_Mobile,Tablet,2,27,₹2.46,0
15-May-18,Display_India_KCT_Generic,Desktop,37,"19,195",₹497.10,6
10-May-18,Search_India_Generic_Exact_Mobile_Lumpsum,Desktop,1,5,₹28.17,0
22-May-18,Search_India_Generic_BMM_Mobile,Tablet,9,202,₹354.94,0
21-May-18,Display_India_KCT_Large_Cap_Fund,Tablet,2,"1,402",₹14.45,0
10-May-18,Search_India_Generic_Exact_Mobile,Mobile,108,"1,681","₹2,973.17",4
10-May-18,Search_India_Brand_Exact_Mobile,Mobile,467,"2,787","₹3,145.59",34
18-May-18,Search_India_Generic_Exact_Mobile_Lumpsum,Tablet,0,81,₹0.00,0
15-May-18,Search_Mumbai_Brand_Exact_Mobile,Tablet,7,12,₹71.01,0
8-May-18,Search_Mumbai_Brand_BMM_Mobile,Tablet,0,4,₹0.00,0
16-May-18,Search_Mumbai_Brand_Exact_Mobile,Mobile,98,470,"₹1,966.75",17
21-May-18,RLSA_India_Generic_BMM_Mobile,Mobile,26,363,"₹1,027.72",3
9-May-18,Search_Bengaluru_Brand_Exact_Mobile,Mobile,33,122,"₹1,845.56",3
19-May-18,Search_India_Generic_BMM_Desktop_Lumpsum,Desktop,5,379,₹46.07,0
8-May-18,Search_India_Generic_Tax_Saving_Exact_Mobile,Tablet,0,1,₹0.00,0
18-May-18,Search_Bengaluru_Brand_Exact_Desktop,Desktop,77,591,"₹1,522.89",15
17-May-18,RLSA_India_Brand_BMM_Desktop,Desktop,48,343,"₹2,108.49",14
16-May-18,Search_India_Brand_Exact_Desktop,Desktop,572,"4,721","₹10,595.38",61
8-May-18,Search_India_Generic_Tax_Saving_BMM_Desktop,Desktop,16,602,"₹1,581.84",0
21-May-18,Search_India_Brand_BMM_Mobile,Mobile,617,"5,902","₹11,173.07",57
15-May-18,Search_India_Brand_Exact_Desktop,Desktop,490,"3,561","₹10,620.71",62
15-May-18,Search_India_Generic_Exact_Mobile,Tablet,0,16,₹0.00,0
14-May-18,Search_India_Brand_BMM_Mobile,Tablet,3,77,₹75.62,0
17-May-18,RLSA_India_Generic_BMM_Mobile,Mobile,19,198,₹838.31,2
10-May-18,Search_India_Brand_BMM_Desktop,Desktop,196,"1,140","₹3,067.04",16
17-May-18,Search_India_Brand_BMM_Desktop,Desktop,379,"2,435","₹6,507.73",60
17-May-18,Search_India_Generic_BMM_Desktop_Lumpsum,Desktop,8,765,₹100.70,0
9-May-18,Search_India_Brand_BMM_Mobile,Tablet,1,31,₹6.51,0
9-May-18,Search_Mumbai_Brand_Exact_Mobile,Tablet,4,11,₹88.23,0
18-May-18,Search_India_Brand_Product_Exact_Mobile,Tablet,0,9,₹0.00,0
15-May-18,Search_India_Generic_Exact_Desktop_Lumpsum,Desktop,3,129,₹40.17,0
19-May-18,Search_Mumbai_Brand_Exact_Desktop,Desktop,46,384,₹850.59,4
11-May-18,Search_Top_Performing_Brand_BMM_Mobile,Mobile,83,"1,142","₹1,962.11",6
16-May-18,Search_India_Brand_Product_Exact_Mobile,Tablet,5,15,₹12.39,0
17-May-18,Search_India_Brand_Product_BMM_Mobile,Mobile,472,"3,499","₹3,467.88",64
21-May-18,Search_India_Generic_Exact_Desktop_Lumpsum,Desktop,11,"1,698",₹194.06,0
16-May-18,Search_India_Brand_Product_BMM_Mobile,Tablet,3,9,₹21.24,0
15-May-18,Search_India_Brand_Product_Exact_Mobile,Tablet,0,5,₹0.00,0
14-May-18,Search_Top_Performing_Brand_Exact_Desktop,Desktop,141,"1,139","₹3,593.25",15
22-May-18,Search_India_Generic_Exact_Mobile,Mobile,820,"7,149","₹19,974.08",73
11-May-18,Search_Top_Performing_Brand_Exact_Desktop,Desktop,121,"1,070","₹4,085.98",18
10-May-18,Search_Top_Performing_Brand_BMM_Mobile,Mobile,119,"1,312","₹3,020.58",6
11-May-18,Search_India_Generic_BMM_Mobile_Lumpsum,Tablet,0,3,₹0.00,0
17-May-18,Search_India_Generic_Exact_Desktop,Desktop,91,"1,344","₹3,603.32",13
14-May-18,Search_Mumbai_Brand_Exact_Mobile,Tablet,0,4,₹0.00,0
14-May-18,Search_India_Generic_BMM_Desktop,Desktop,39,714,"₹1,589.38",7
22-May-18,Search_India_Brand_Product_BMM_Mobile,Tablet,6,56,₹67.69,0
10-May-18,Display_India_KCT_Generic,Mobile,203,"11,142","₹2,739.59",7
10-May-18,Search_Bengaluru_Brand_Exact_Mobile,Tablet,0,2,₹0.00,0
21-May-18,Search_India_Brand_Product_BMM_Desktop,Desktop,96,948,"₹1,221.50",18
9-May-18,RLSA_India_Brand_BMM_Mobile,Tablet,0,2,₹0.00,0
22-May-18,Search_India_Brand_Exact_Mobile,Mobile,564,"3,069","₹3,759.97",84
15-May-18,Search_Top_Performing_Brand_BMM_Mobile,Mobile,96,"1,098","₹2,096.63",13
8-May-18,Search_Bengaluru_Brand_Exact_Desktop,Desktop,11,126,₹272.92,0
12-May-18,Search_India_Generic_Exact_Mobile_Lumpsum,Desktop,1,6,₹27.61,0
10-May-18,Display_India_KCT_Large_Cap_Fund,Mobile,16,"9,771",₹132.22,0
19-May-18,Search_India_Brand_Product_BMM_Mobile,Mobile,338,"2,988","₹3,355.89",19
21-May-18,Search_Top_Performing_Brand_Exact_Mobile,Tablet,2,18,₹13.44,0
11-May-18,Search_India_Brand_BMM_Mobile,Tablet,2,33,₹37.91,0
17-May-18,Search_Top_Performing_Brand_Exact_Mobile,Tablet,2,18,₹26.50,0
18-May-18,Search_India_Brand_Product_BMM_Mobile,Tablet,2,30,₹25.23,0
21-May-18,Search_India_Generic_BMM_Mobile,Mobile,448,"5,955","₹10,128.90",33
17-May-18,Search_India_Generic_BMM_Mobile_Lumpsum,Tablet,0,75,₹0.00,0
20-May-18,Search_India_Brand_Product_Exact_Mobile,Tablet,2,11,₹17.27,0
22-May-18,Search_Bengaluru_Brand_Exact_Mobile,Tablet,2,10,₹69.34,0
9-May-18,Search_Top_Performing_Brand_BMM_Desktop,Desktop,74,"1,172","₹4,072.40",9
15-May-18,Search_India_Brand_BMM_Mobile,Mobile,604,"6,187","₹11,321.15",27
15-May-18,Search_India_Generic_BMM_Desktop_Lumpsum,Desktop,4,153,₹112.76,0
22-May-18,Search_India_Competition_Exact_Mobile,Mobile,54,"1,971","₹2,172.13",2
9-May-18,Search_Bengaluru_Brand_BMM_Mobile,Tablet,0,10,₹0.00,0
11-May-18,Search_India_Generic_Exact_Mobile,Mobile,75,"1,097","₹2,046.46",3
15-May-18,Search_India_Generic_Exact_Mobile_Lumpsum,Mobile,6,692,₹69.95,0
8-May-18,Search_Mumbai_Brand_Exact_Desktop,Desktop,22,147,₹575.35,2
19-May-18,Display_India_KCT_Generic,Mobile,202,"8,390","₹2,644.69",7
22-May-18,Search_India_Brand_Product_BMM_Desktop,Desktop,101,765,"₹1,300.89",20
21-May-18,Display_India_KCT_Generic,Desktop,259,"173,687","₹3,080.86",2
16-May-18,Search_India_Generic_BMM_Mobile_Lumpsum,Mobile,34,"1,675",₹561.90,4
19-May-18,Search_Mumbai_Brand_Exact_Mobile,Mobile,44,176,₹669.94,10
15-May-18,Display_India_KCT_Large_Cap_Fund,Desktop,21,"20,269",₹232.04,1
9-May-18,RLSA_India_Brand_BMM_Mobile,Mobile,34,433,"₹1,462.57",2
20-May-18,Search_India_Brand_Product_BMM_Mobile,Tablet,0,29,₹0.00,0
17-May-18,Search_India_Brand_Product_BMM_Mobile,Tablet,7,50,₹72.05,0
18-May-18,Search_Mumbai_Brand_Exact_Mobile,Mobile,89,399,"₹1,527.89",20
19-May-18,Search_India_Brand_Exact_Mobile,Tablet,5,19,₹45.81,3
22-May-18,Search_India_Generic_Exact_Mobile_Lumpsum,Mobile,63,"3,537",₹657.58,1
8-May-18,Search_India_Generic_BMM_Mobile,Mobile,125,"1,408","₹5,293.09",7
19-May-18,RLSA_India_Generic_BMM_Desktop,Desktop,26,614,"₹1,015.01",0
19-May-18,Search_India_Generic_BMM_Mobile_Lumpsum,Tablet,1,81,₹5.45,0
18-May-18,Search_India_Generic_BMM_Mobile,Tablet,6,55,₹174.61,1
8-May-18,Search_Mumbai_Brand_Exact_Mobile,Mobile,11,47,₹145.39,1
17-May-18,Search_Bengaluru_Brand_Exact_Mobile,Mobile,51,258,₹897.28,7
11-May-18,Display_India_KCT_Generic,Mobile,297,"16,052","₹3,514.09",2
12-May-18,Search_India_Brand_BMM_Desktop,Desktop,95,622,"₹2,006.13",15
9-May-18,Search_Mumbai_Brand_BMM_Mobile,Mobile,36,395,"₹2,477.26",1
14-May-18,Search_Mumbai_Brand_Exact_Mobile,Mobile,47,164,"₹1,405.28",10
14-May-18,Search_India_Generic_Tax_Saving_Exact_Mobile,Mobile,18,189,₹575.04,2
18-May-18,Search_India_Generic_Exact_Mobile_Lumpsum,Mobile,32,"1,423",₹280.99,3
12-May-18,Search_Mumbai_Brand_Exact_Desktop,Desktop,20,188,₹582.27,2
18-May-18,Display_India_KCT_Large_Cap_Fund,Tablet,4,"3,371",₹29.97,0
16-May-18,RLSA_India_Brand_BMM_Mobile,Mobile,85,374,"₹1,674.60",9
11-May-18,Search_India_Generic_Exact_Mobile,Tablet,0,7,₹0.00,0
18-May-18,Search_Bengaluru_Brand_Exact_Mobile,Tablet,2,10,₹22.45,0
11-May-18,Search_India_Generic_Exact_Mobile_Lumpsum,Tablet,1,1,₹28.96,0
17-May-18,Search_Top_Performing_Brand_BMM_Mobile,Mobile,176,"2,044","₹6,269.98",37
10-May-18,Search_India_Generic_BMM_Desktop,Desktop,73,"1,929","₹3,190.46",5
12-May-18,Display_India_KCT_Generic,Mobile,241,"12,333","₹2,943.80",5
14-May-18,Search_India_Generic_Exact_Desktop_Lumpsum,Mobile,2,20,₹44.15,0
12-May-18,Search_India_Generic_BMM_Mobile,Tablet,0,17,₹0.00,0
19-May-18,Search_India_Brand_BMM_Desktop,Desktop,194,"1,941","₹6,202.94",27
19-May-18,RLSA_India_Generic_BMM_Mobile,Mobile,29,367,"₹1,007.44",2
17-May-18,Search_India_Generic_Exact_Mobile_Lumpsum,Tablet,0,146,₹0.00,0
10-May-18,Search_Bengaluru_Brand_Exact_Desktop,Desktop,49,397,"₹1,478.19",9
9-May-18,Search_India_Generic_Tax_Saving_Exact_Desktop,Desktop,8,275,₹593.75,0
15-May-18,Search_Bengaluru_Brand_Exact_Desktop,Desktop,62,503,"₹1,799.30",1
18-May-18,Search_India_Brand_BMM_Mobile,Mobile,680,"6,853","₹10,978.84",69
20-May-18,Search_India_Brand_Product_Exact_Desktop,Desktop,22,111,₹201.96,0
11-May-18,Search_India_Generic_Exact_Mobile_Lumpsum,Desktop,0,6,₹0.00,0
21-May-18,Search_India_Brand_BMM_Desktop,Desktop,312,"2,173","₹6,413.00",29
11-May-18,Search_India_Generic_Exact_Mobile_Lumpsum,Mobile,0,39,₹0.00,0
16-May-18,Display_India_KCT_Generic,Mobile,222,"17,600","₹2,966.96",9
12-May-18,Search_India_Generic_Exact_Desktop_Lumpsum,Desktop,0,1,₹0.00,0
12-May-18,Search_India_Brand_BMM_Mobile,Tablet,0,24,₹0.00,0
12-May-18,Search_Bengaluru_Brand_Exact_Desktop,Desktop,17,164,₹440.49,3
16-May-18,Search_Bengaluru_Brand_Exact_Desktop,Desktop,92,931,"₹2,021.58",17
16-May-18,Search_Bengaluru_Brand_Exact_Mobile,Tablet,0,4,₹0.00,0
8-May-18,Search_India_Generic_BMM_Mobile,Tablet,0,44,₹0.00,0
15-May-18,Search_India_Generic_Exact_Mobile_Lumpsum,Desktop,0,14,₹0.00,0
22-May-18,RLSA_India_Brand_BMM_Mobile,Mobile,177,"1,224","₹4,779.46",12
22-May-18,RLSA_India_Brand_BMM_Mobile,Tablet,0,8,₹0.00,0
16-May-18,Search_India_Brand_Product_Exact_Mobile,Mobile,193,"1,391","₹1,016.70",15
22-May-18,Search_India_Competition_BMM_Mobile,Mobile,38,"1,154","₹2,188.11",1
21-May-18,Search_India_Brand_Product_BMM_Mobile,Mobile,326,"2,499","₹3,422.94",33
8-May-18,Search_India_Brand_BMM_Desktop,Desktop,139,"1,190","₹4,490.52",4
21-May-18,Search_Top_Performing_Brand_Exact_Mobile,Mobile,162,676,"₹3,256.15",10
12-May-18,Search_India_Generic_Exact_Mobile_Lumpsum,Mobile,1,15,₹24.42,0
14-May-18,Search_India_Generic_BMM_Desktop_Lumpsum,Mobile,11,126,₹266.79,1
19-May-18,Search_India_Generic_Exact_Mobile,Mobile,229,"2,409","₹6,232.24",20
16-May-18,Search_India_Brand_Product_BMM_Desktop,Desktop,115,742,"₹1,049.35",28
11-May-18,Search_India_Brand_Exact_Mobile,Tablet,9,30,₹56.68,3
10-May-18,Search_India_Brand_BMM_Mobile,Mobile,367,"3,380","₹5,108.25",31
9-May-18,Search_India_Generic_BMM_Desktop,Desktop,29,723,"₹1,094.54",3
19-May-18,Search_India_Generic_BMM_Mobile,Tablet,2,50,₹102.24,0
17-May-18,Search_India_Generic_BMM_Mobile_Lumpsum,Mobile,63,"3,167",₹611.50,4
15-May-18,RLSA_India_Brand_BMM_Desktop,Desktop,34,177,"₹1,352.16",8
15-May-18,Search_India_Generic_BMM_Mobile,Mobile,152,"2,488","₹3,550.84",14
8-May-18,Search_Top_Performing_Brand_Exact_Mobile,Mobile,45,243,₹806.83,2
16-May-18,Search_India_Generic_BMM_Mobile,Mobile,120,"1,960","₹3,474.73",13
15-May-18,Search_Bengaluru_Brand_Exact_Mobile,Tablet,1,7,₹5.97,0
17-May-18,RLSA_India_Generic_BMM_Mobile,Tablet,0,8,₹0.00,0
10-May-18,Search_Top_Performing_Brand_Exact_Mobile,Mobile,91,421,"₹3,090.21",4
18-May-18,Search_India_Brand_Product_Exact_Mobile,Mobile,153,"1,155",₹963.75,8
14-May-18,Search_Bengaluru_Brand_Exact_Mobile,Mobile,41,161,"₹1,190.39",1
18-May-18,RLSA_India_Generic_BMM_Desktop,Desktop,30,791,"₹1,008.80",4
11-May-18,Search_Top_Performing_Brand_BMM_Mobile,Tablet,1,29,₹50.05,0
22-May-18,Display_India_KCT_Large_Cap_Fund,Tablet,1,390,₹4.02,0
10-May-18,Search_Top_Performing_Brand_Exact_Mobile,Tablet,0,16,₹0.00,0
15-May-18,Search_Top_Performing_Brand_BMM_Mobile,Tablet,0,9,₹0.00,0
21-May-18,Search_India_Generic_Exact_Mobile_Lumpsum,Tablet,2,183,₹34.76,0
21-May-18,Search_India_Generic_BMM_Mobile,Tablet,3,55,₹151.88,0
8-May-18,RLSA_India_Generic_BMM_Mobile,Tablet,0,3,₹0.00,0
18-May-18,Search_India_Brand_Exact_Mobile,Tablet,4,45,₹61.24,0
16-May-18,Search_India_Brand_Exact_Mobile,Tablet,4,43,₹25.13,0
8-May-18,RLSA_India_Generic_BMM_Mobile,Mobile,7,97,₹442.97,0
17-May-18,Search_Top_Performing_Brand_Exact_Mobile,Mobile,208,"1,051","₹3,332.65",43
21-May-18,Search_India_Generic_BMM_Desktop,Desktop,123,"2,217","₹5,071.84",16
22-May-18,Search_India_Brand_BMM_Mobile,Mobile,756,"7,384","₹14,271.73",75
21-May-18,Search_India_Brand_Product_BMM_Mobile,Tablet,3,28,₹56.91,0
12-May-18,Search_Top_Performing_Brand_Exact_Mobile,Tablet,0,3,₹0.00,0
12-May-18,Search_India_Generic_BMM_Mobile,Mobile,28,572,"₹1,070.39",3
14-May-18,Search_India_Generic_BMM_Desktop_Lumpsum,Desktop,0,48,₹0.00,0
18-May-18,Search_Top_Performing_Brand_Exact_Mobile,Tablet,1,9,₹0.41,0
17-May-18,Search_Mumbai_Brand_Exact_Mobile,Mobile,82,403,"₹1,215.27",23
9-May-18,Search_India_Generic_BMM_Mobile,Tablet,0,5,₹0.00,0
9-May-18,Search_Mumbai_Brand_Exact_Mobile,Mobile,43,161,"₹2,080.62",9
22-May-18,Search_India_Generic_Exact_Desktop_Lumpsum,Desktop,12,859,₹122.56,0
9-May-18,Search_India_Brand_Exact_Mobile,Tablet,0,29,₹0.00,0
9-May-18,Search_Mumbai_Brand_BMM_Desktop,Desktop,50,887,"₹3,854.51",4
19-May-18,Search_India_Generic_Exact_Desktop_Lumpsum,Desktop,2,203,₹18.46,0
7-May-18,Search_Top_Performing_Brand_Exact,Desktop,2,5,₹102.18,0
12-May-18,Search_Mumbai_Brand_Exact_Mobile,Mobile,23,101,₹792.71,3
10-May-18,Search_India_Brand_Exact_Desktop,Desktop,241,"1,871","₹5,289.49",15
9-May-18,Search_Bengaluru_Brand_Exact_Desktop,Desktop,56,333,"₹1,434.39",5
18-May-18,Display_India_KCT_Large_Cap_Fund,Mobile,403,"250,082","₹3,681.04",14
11-May-18,Search_India_Generic_Exact_Desktop_Lumpsum,Mobile,2,41,₹38.70,1
11-May-18,Search_India_Generic_Tax_Saving_Exact_Mobile,Mobile,4,168,₹128.84,0
21-May-18,Search_Top_Performing_Brand_Exact_Desktop,Desktop,150,"1,047","₹2,057.30",37
22-May-18,Search_Bengaluru_Brand_Exact_Desktop,Desktop,94,675,"₹2,557.94",12
15-May-18,Search_India_Generic_BMM_Desktop_Lumpsum,Tablet,0,3,₹0.00,0
14-May-18,Search_India_Generic_Tax_Saving_Exact_Mobile,Tablet,0,1,₹0.00,0
19-May-18,RLSA_India_Generic_BMM_Mobile,Tablet,0,5,₹0.00,0
19-May-18,Search_India_Brand_Product_Exact_Desktop,Desktop,32,275,₹256.31,7
19-May-18,Search_India_Brand_Product_BMM_Mobile,Tablet,1,31,₹9.05,0
12-May-18,Search_India_Generic_Exact_Mobile,Mobile,79,"1,156","₹2,006.75",9
15-May-18,RLSA_India_Generic_BMM_Desktop,Desktop,48,935,"₹1,998.21",6
9-May-18,Search_Top_Performing_Brand_Exact_Mobile,Tablet,0,44,₹0.00,0
17-May-18,Search_Mumbai_Brand_Exact_Mobile,Tablet,0,7,₹0.00,0
10-May-18,Search_India_Generic_Exact_Desktop,Desktop,61,"1,201","₹2,840.81",3
21-May-18,Search_Mumbai_Brand_Exact_Mobile,Tablet,0,8,₹0.00,0
17-May-18,Display_India_KCT_Generic,Mobile,242,"15,147","₹3,224.51",5
15-May-18,Search_India_Brand_Exact_Mobile,Tablet,4,29,₹43.08,0
18-May-18,Search_India_Brand_Product_BMM_Mobile,Mobile,438,"3,188","₹3,439.86",40
19-May-18,Search_India_Generic_BMM_Mobile,Mobile,398,"4,681","₹9,838.01",32
22-May-18,Search_India_Generic_Exact_Desktop,Desktop,262,"2,821","₹10,367.16",28
8-May-18,Search_India_Generic_Tax_Saving_BMM_Mobile,Tablet,0,13,₹0.00,0
14-May-18,Search_India_Generic_BMM_Mobile_Lumpsum,Tablet,0,1,₹0.00,0
22-May-18,Search_India_Brand_Product_Exact_Mobile,Mobile,117,968,₹883.55,4
16-May-18,Search_India_Generic_Exact_Mobile,Tablet,3,11,₹43.70,1
22-May-18,Search_India_Generic_Exact_Mobile_Lumpsum,Tablet,0,273,₹0.00,0
21-May-18,Display_India_KCT_Generic,Tablet,39,"10,875",₹339.01,0
12-May-18,Search_India_Brand_Exact_Mobile,Tablet,6,26,₹19.94,0
12-May-18,Search_India_Brand_Exact_Mobile,Mobile,231,"1,521","₹1,567.44",35
17-May-18,Search_India_Brand_Product_Exact_Desktop,Desktop,50,422,₹382.61,4
21-May-18,Display_India_KCT_Generic,Mobile,125,"72,093","₹1,585.58",3
19-May-18,Search_India_Generic_Exact_Desktop,Desktop,72,"1,050","₹3,394.54",7
22-May-18,RLSA_India_Generic_BMM_Mobile,Mobile,71,793,"₹3,236.86",2
12-May-18,Search_India_Generic_Exact_Mobile,Tablet,0,10,₹0.00,0
15-May-18,Search_Mumbai_Brand_Exact_Desktop,Desktop,86,791,"₹2,389.40",6
17-May-18,Search_India_Brand_Product_Exact_Mobile,Mobile,141,962,₹972.80,5
9-May-18,Search_India_Brand_Exact_Desktop,Desktop,276,"2,171","₹5,222.21",24
18-May-18,Search_India_Brand_Product_BMM_Desktop,Desktop,92,670,"₹1,014.34",13
22-May-18,Search_India_Brand_BMM_Mobile,Tablet,7,91,₹144.64,3
10-May-18,Search_Top_Performing_Brand_Exact_Desktop,Desktop,138,"1,050","₹4,163.93",7
21-May-18,Search_Bengaluru_Brand_Exact_Mobile,Tablet,5,10,₹36.93,0
10-May-18,Search_India_Generic_Exact_Desktop_Lumpsum,Desktop,0,5,₹0.00,0
22-May-18,Display_India_KCT_Generic,Tablet,44,"17,320",₹381.79,0
19-May-18,Search_Bengaluru_Brand_Exact_Desktop,Desktop,23,209,₹344.22,7
11-May-18,Search_India_Brand_BMM_Desktop,Desktop,144,753,"₹2,026.00",17
16-May-18,Search_Top_Performing_Brand_Exact_Desktop,Desktop,131,967,"₹2,081.84",20
12-May-18,Search_India_Generic_Exact_Desktop_Lumpsum,Mobile,2,14,₹50.92,0
18-May-18,RLSA_India_Brand_BMM_Mobile,Mobile,112,586,"₹1,496.87",8
12-May-18,Display_India_KCT_Large_Cap_Fund,Desktop,3,639,₹39.31,3
18-May-18,RLSA_India_Brand_BMM_Desktop,Desktop,56,395,"₹2,032.42",14
16-May-18,Display_India_KCT_Generic,Desktop,57,"19,003",₹821.99,9
10-May-18,Search_India_Generic_BMM_Mobile,Mobile,95,"1,729","₹3,064.61",8
10-May-18,Search_Mumbai_Brand_Exact_Mobile,Tablet,0,3,₹0.00,0
11-May-18,Search_India_Brand_Exact_Mobile,Mobile,500,"3,047","₹3,408.89",49
14-May-18,Display_India_KCT_Large_Cap_Fund,Desktop,0,"1,549",₹0.00,0
19-May-18,Search_India_Brand_BMM_Mobile,Tablet,5,69,₹144.44,3
14-May-18,Search_India_Generic_Exact_Mobile_Lumpsum,Mobile,1,16,₹24.26,0
17-May-18,RLSA_India_Generic_BMM_Desktop,Desktop,26,671,"₹1,071.13",1
10-May-18,Search_Mumbai_Brand_Exact_Mobile,Mobile,47,191,"₹1,759.36",3
10-May-18,Display_India_KCT_Generic,Tablet,2,199,₹22.56,0
17-May-18,Search_India_Generic_BMM_Mobile,Tablet,5,72,₹183.93,0
18-May-18,RLSA_India_Generic_BMM_Mobile,Mobile,27,256,"₹1,254.43",5
15-May-18,RLSA_India_Brand_BMM_Mobile,Mobile,65,319,"₹1,639.17",4
21-May-18,Search_Mumbai_Brand_Exact_Mobile,Mobile,64,268,"₹1,140.82",12
9-May-18,Search_Bengaluru_Brand_BMM_Desktop,Desktop,13,293,₹755.43,1
18-May-18,Search_Mumbai_Brand_Exact_Mobile,Tablet,0,5,₹0.00,0
8-May-18,Search_Top_Performing_Brand_BMM_Mobile,Mobile,46,546,"₹1,682.26",2
8-May-18,Search_India_Generic_Exact_Mobile,Mobile,115,"1,585","₹3,318.33",5
12-May-18,Search_Bengaluru_Brand_Exact_Mobile,Tablet,1,4,₹14.59,0
9-May-18,Search_India_Generic_BMM_Mobile,Mobile,30,609,"₹1,081.01",6
8-May-18,Search_Bengaluru_Brand_Exact_Mobile,Tablet,1,1,₹22.49,0
21-May-18,Search_India_Brand_Exact_Mobile,Mobile,598,"3,380","₹4,476.63",91
8-May-18,Search_India_Brand_BMM_Mobile,Tablet,1,23,₹39.26,0
22-May-18,Search_India_Competition_BMM_Mobile,Tablet,0,15,₹0.00,0
19-May-18,RLSA_India_Brand_BMM_Mobile,Tablet,2,6,₹44.98,2
15-May-18,RLSA_India_Brand_BMM_Mobile,Tablet,0,4,₹0.00,0
12-May-18,Search_India_Generic_BMM_Mobile_Lumpsum,Mobile,11,72,₹229.05,2
12-May-18,Display_India_KCT_Generic,Tablet,1,222,₹16.00,0
19-May-18,Search_Top_Performing_Brand_BMM_Mobile,Mobile,73,"1,055","₹2,838.97",4
10-May-18,Search_India_Generic_BMM_Desktop_Lumpsum,Desktop,0,34,₹0.00,0
16-May-18,Search_Top_Performing_Brand_Exact_Mobile,Tablet,4,15,₹51.80,0
22-May-18,Search_India_Competition_Exact_Desktop,Desktop,39,"1,819","₹2,102.10",7
16-May-18,Search_India_Brand_Product_BMM_Mobile,Mobile,299,"1,686","₹1,014.47",69
19-May-18,Search_India_Generic_BMM_Desktop,Desktop,98,"1,621","₹4,902.51",15
29-May-18,Search_India_Brand_Exact_Desktop,Desktop,447,"2,989","₹9,284.42",62
25-May-18,Search_India_Brand_BMM_Mobile,Tablet,7,95,₹173.41,3
23-May-18,RLSA_India_Brand_BMM_Mobile,Mobile,140,"1,138","₹5,073.27",22
28-May-18,Search_India_Brand_BMM_Desktop,Desktop,518,"4,567","₹20,403.35",50
25-May-18,Search_Bengaluru_Brand_Exact_Mobile,Tablet,0,2,₹0.00,0
23-May-18,Display_India_KCT_Generic,Mobile,198,"124,485","₹2,205.16",13
30-May-18,Search_India_Generic_BMM_Desktop_Lumpsum,Desktop,27,615,₹162.51,2
26-May-18,Display_India_Affinity,Tablet,2,812,₹9.49,0
28-May-18,Display_India_In-Market_Audience,Tablet,12,"2,402",₹160.49,0
25-May-18,Display_India_KCT_Generic,Desktop,192,"140,447","₹2,382.26",5
24-May-18,Search_Mumbai_Brand_Exact_Desktop,Desktop,63,503,"₹1,550.24",7
25-May-18,Search_India_Brand_Product_BMM_Desktop,Desktop,48,444,₹704.46,3
30-May-18,Search_India_Generic_BMM_Mobile_Lumpsum,Mobile,67,"2,347",₹566.52,7
31-May-18,Search_India_Brand_Product_Exact_Desktop,Desktop,36,205,₹353.82,5
31-May-18,Search_Top_Performing_Brand_Exact_Mobile,Mobile,127,511,"₹3,656.47",15
30-May-18,Search_India_Generic_Exact_Desktop_Lumpsum,Desktop,11,"2,145",₹151.83,0
25-May-18,Search_India_Generic_BMM_Desktop_Lumpsum,Desktop,18,433,₹169.19,0
29-May-18,Search_India_Brand_Product_Exact_Mobile,Tablet,1,11,₹5.48,0
31-May-18,Search_India_Brand_BMM_Mobile,Tablet,3,58,₹43.40,0
25-May-18,RLSA_India_Brand_BMM_Mobile,Mobile,160,"1,052","₹4,715.47",24
24-May-18,Search_India_Brand_Product_BMM_Desktop,Desktop,36,289,₹465.92,6
25-May-18,Display_India_KCT_Large_Cap_Fund,Desktop,21,"10,275",₹288.61,0
26-May-18,Search_India_Generic_BMM_Desktop_Lumpsum,Desktop,3,171,₹19.36,0
29-May-18,Display_India_In-Market_Audience,Mobile,72,"32,080",₹879.04,1
30-May-18,Search_India_Competition_BMM_Mobile,Tablet,0,3,₹0.00,0
